director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,description
Kari Skogland,Jim Sturgess,Kevin Zegers,Michael McElhatton,Drama Thriller,Fifty Dead Men Walking,Fifty Dead Men Walking Jim Sturgess Kevin Zegers Michael McElhatton Drama Thriller
Taedong Park,Drake Bell,Tom Arnold,Amanda Troop,Adventure Animation,Jungle Shuffle,Jungle Shuffle Drake Bell Tom Arnold Amanda Troop Adventure Animation
Paul Schrader,Veronica Ferres,Ayelet Zurer,Derek Jacobi,Drama War,Adam Resurrected,Adam Resurrected Veronica Ferres Ayelet Zurer Derek Jacobi Drama War
Benedikt Erlingsson,Ingvar Eggert Sigurðsson,Charlotte Bøving,Sigríður María Egilsdóttir,Comedy Drama Romance,Of Horses and Men,Of Horses and Men Ingvar Eggert Sigurðsson Charlotte Bøving Sigríður María Egilsdóttir Comedy Drama Romance
Gurinder Chadha,Sendhil Ramamurthy,Mark Addy,Shabana Azmi,Comedy Drama Horror Romance,It's a Wonderful Afterlife,It's a Wonderful Afterlife Sendhil Ramamurthy Mark Addy Shabana Azmi Comedy Drama Horror Romance
Jason Connery,Ray Winstone,Henry Rollins,Jason London,Action Horror Sci-Fi,The Devil's Tomb,The Devil's Tomb Ray Winstone Henry Rollins Jason London Action Horror Sci-Fi
Vic Sarin,Jimi Mistry,Jesse Moss,John Light,Drama Romance,Partition,Partition Jimi Mistry Jesse Moss John Light Drama Romance
Jim Issa,Elaine Hendrix,Luke Perry,Jon Gries,Comedy,Good Intentions,Good Intentions Elaine Hendrix Luke Perry Jon Gries Comedy
Jee-woon Kim,Kang-ho Song,Woo-sung Jung,Dal-su Oh,Action Adventure Comedy Western,"The Good, the Bad, the Weird","The Good, the Bad, the Weird Kang-ho Song Woo-sung Jung Dal-su Oh Action Adventure Comedy Western"
Douglas Aarniokoski,Boris Kodjoe,Katrina Bowden,Kathleen Turner,Horror Thriller,Nurse 3D,Nurse 3D Boris Kodjoe Katrina Bowden Kathleen Turner Horror Thriller
William Phillips,Tyler Mane,Callum Rennie,Dustin Milligan,Action Comedy Drama Western,Gunless,Gunless Tyler Mane Callum Rennie Dustin Milligan Action Comedy Drama Western
Greg Mottola,Kristen Stewart,Martin Starr,Wendie Malick,Comedy Drama Romance,Adventureland,Adventureland Kristen Stewart Martin Starr Wendie Malick Comedy Drama Romance
Andy Garcia,Danny Pino,Victor Rivers,Enrique Murciano,Drama Romance,The Lost City,The Lost City Danny Pino Victor Rivers Enrique Murciano Drama Romance
Steve Carr,John Witherspoon,Mike Epps,Rolando Molina,Comedy,Next Friday,Next Friday John Witherspoon Mike Epps Rolando Molina Comedy
Sarik Andreasyan,Hayden Christensen,Jordana Brewster,Akon,Action Crime Drama Thriller,American Heist,American Heist Hayden Christensen Jordana Brewster Akon Action Crime Drama Thriller
Lewis Gilbert,Donald Pleasence,Burt Kwouk,Desmond Llewelyn,Action Adventure Thriller,You Only Live Twice,You Only Live Twice Donald Pleasence Burt Kwouk Desmond Llewelyn Action Adventure Thriller
Julian Gilbey,Mem Ferda,Alfie Allen,Malese Jow,Action Comedy Crime Drama,Plastic,Plastic Mem Ferda Alfie Allen Malese Jow Action Comedy Crime Drama
Michael Haneke,Isabelle Huppert,Emmanuelle Riva,Jean-Louis Trintignant,Drama Romance,Amour,Amour Isabelle Huppert Emmanuelle Riva Jean-Louis Trintignant Drama Romance
Gary Sherman,Tom Skerritt,Heather O'Rourke,Zelda Rubinstein,Horror Thriller,Poltergeist III,Poltergeist III Tom Skerritt Heather O'Rourke Zelda Rubinstein Horror Thriller
Valeri Milev,Daniella Alonso,Roger Cross,Jesse Garcia,Action Horror,Re-Kill,Re-Kill Daniella Alonso Roger Cross Jesse Garcia Action Horror
Stanley Kramer,Jonathan Winters,Sid Caesar,Spencer Tracy,Action Adventure Comedy Crime,"It's a Mad, Mad, Mad, Mad World","It's a Mad, Mad, Mad, Mad World Jonathan Winters Sid Caesar Spencer Tracy Action Adventure Comedy Crime"
Pedro Almodóvar,Carmen Maura,Lola Dueñas,Antonio de la Torre,Comedy Crime Drama Mystery,Volver,Volver Carmen Maura Lola Dueñas Antonio de la Torre Comedy Crime Drama Mystery
Gerald Potterton,John Vernon,Joe Flaherty,Don Francks,Adventure Animation Fantasy Horror Sci-Fi,Heavy Metal,Heavy Metal John Vernon Joe Flaherty Don Francks Adventure Animation Fantasy Horror Sci-Fi
Jared Hess,Jizelle Jade,Michael Angarano,Héctor Jiménez,Adventure Comedy Sci-Fi,Gentlemen Broncos,Gentlemen Broncos Jizelle Jade Michael Angarano Héctor Jiménez Adventure Comedy Sci-Fi
Richard Loncraine,Robert Downey Jr.,Jim Broadbent,Kristin Scott Thomas,Drama War,Richard III,Richard III Robert Downey Jr. Jim Broadbent Kristin Scott Thomas Drama War
David Hackl,Scott Glenn,Michaela McManus,Luisa D'Oliveira,Action Horror Thriller,Into the Grizzly Maze,Into the Grizzly Maze Scott Glenn Michaela McManus Luisa D'Oliveira Action Horror Thriller
Anurag Basu,Bárbara Mori,Steven Michael Quezada,Kabir Bedi,Action Drama Romance Thriller,Kites,Kites Bárbara Mori Steven Michael Quezada Kabir Bedi Action Drama Romance Thriller
Lars von Trier,Alexander Skarsgård,Kirsten Dunst,Charlotte Rampling,Drama Sci-Fi,Melancholia,Melancholia Alexander Skarsgård Kirsten Dunst Charlotte Rampling Drama Sci-Fi
Kriv Stenders,Noah Taylor,Keisha Castle-Hughes,Luke Ford,Biography Comedy Drama Family Romance,Red Dog,Red Dog Noah Taylor Keisha Castle-Hughes Luke Ford Biography Comedy Drama Family Romance
Yash Chopra,Shah Rukh Khan,Katrina Kaif,Vic Waghorn,Drama Romance,Jab Tak Hai Jaan,Jab Tak Hai Jaan Shah Rukh Khan Katrina Kaif Vic Waghorn Drama Romance
Ridley Scott,Tom Skerritt,Yaphet Kotto,Bolaji Badejo,Horror Sci-Fi,Alien,Alien Tom Skerritt Yaphet Kotto Bolaji Badejo Horror Sci-Fi
Floria Sigismondi,Kristen Stewart,Scout Taylor-Compton,Johnny Lewis,Biography Drama Music,The Runaways,The Runaways Kristen Stewart Scout Taylor-Compton Johnny Lewis Biography Drama Music
Norman Jewison,Topol,Paul Michael Glaser,Rosalind Harris,Drama Family Musical Romance,Fiddler on the Roof,Fiddler on the Roof Topol Paul Michael Glaser Rosalind Harris Drama Family Musical Romance
Terence Young,Desmond Llewelyn,Earl Cameron,Lois Maxwell,Action Adventure Thriller,Thunderball,Thunderball Desmond Llewelyn Earl Cameron Lois Maxwell Action Adventure Thriller
Joseph Kahn,Josh Hutcherson,Shanley Caswell,Parker Bagley,Comedy Horror Sci-Fi,Detention,Detention Josh Hutcherson Shanley Caswell Parker Bagley Comedy Horror Sci-Fi
Ferzan Ozpetek,Riccardo Scamarcio,Alessandro Preziosi,Lunetta Savino,Comedy Drama Romance,Loose Cannons,Loose Cannons Riccardo Scamarcio Alessandro Preziosi Lunetta Savino Comedy Drama Romance
F. Gary Gray,Vivica A. Fox,Jada Pinkett Smith,Blair Underwood,Action Crime Drama Romance Thriller,Set It Off,Set It Off Vivica A. Fox Jada Pinkett Smith Blair Underwood Action Crime Drama Romance Thriller
Malcolm D. Lee,Harold Perrineau,Sanaa Lathan,Jarrod Bunch,Comedy Drama,The Best Man,The Best Man Harold Perrineau Sanaa Lathan Jarrod Bunch Comedy Drama
Tom Holland,Catherine Hicks,Alex Vincent,Dinah Manoff,Fantasy Horror,Child's Play,Child's Play Catherine Hicks Alex Vincent Dinah Manoff Fantasy Horror
Michael Moore,Michael Moore,Tucker Albrizzi,Bill Clinton,Documentary Drama,Sicko,Sicko Michael Moore Tucker Albrizzi Bill Clinton Documentary Drama
James DeMonaco,Noel Gugliemi,Zach Gilford,Roberta Valderrama,Action Horror Sci-Fi Thriller,The Purge: Anarchy,The Purge: Anarchy Noel Gugliemi Zach Gilford Roberta Valderrama Action Horror Sci-Fi Thriller
Kris Isacsson,Rosario Dawson,Lauren German,Shawn Hatosy,Comedy Drama Romance,Down to You,Down to You Rosario Dawson Lauren German Shawn Hatosy Comedy Drama Romance
Danny Leiner,Ethan Embry,Fred Willard,Paula Garcés,Adventure Comedy,Harold & Kumar Go to White Castle,Harold & Kumar Go to White Castle Ethan Embry Fred Willard Paula Garcés Adventure Comedy
Rod Lurie,Jeff Bridges,Gary Oldman,William Petersen,Drama Thriller,The Contender,The Contender Jeff Bridges Gary Oldman William Petersen Drama Thriller
Ben Younger,Vin Diesel,Nia Long,Herbert Russell,Crime Drama Thriller,Boiler Room,Boiler Room Vin Diesel Nia Long Herbert Russell Crime Drama Thriller
John Landis,Don Ameche,Denholm Elliott,Ralph Bellamy,Comedy,Trading Places,Trading Places Don Ameche Denholm Elliott Ralph Bellamy Comedy
Glen Morgan,Oliver Hudson,Crystal Lowe,Andrea Martin,Horror,Black Christmas,Black Christmas Oliver Hudson Crystal Lowe Andrea Martin Horror
Daniel Taplitz,Jennifer Esposito,Tate Taylor,Patrick Cranshaw,Comedy Romance,Breakin' All the Rules,Breakin' All the Rules Jennifer Esposito Tate Taylor Patrick Cranshaw Comedy Romance
Kenneth Branagh,Brian Blessed,Derek Jacobi,Danny Webb,Action Biography Drama History Romance War,Henry V,Henry V Brian Blessed Derek Jacobi Danny Webb Action Biography Drama History Romance War
Tamara Jenkins,Philip Seymour Hoffman,David Zayas,Gbenga Akinnagbe,Comedy Drama,The Savages,The Savages Philip Seymour Hoffman David Zayas Gbenga Akinnagbe Comedy Drama
Linda Mendoza,Carlos Ponce,Freddy Rodríguez,Maria Conchita Alonso,Comedy Romance,Chasing Papi,Chasing Papi Carlos Ponce Freddy Rodríguez Maria Conchita Alonso Comedy Romance
Christopher McQuarrie,Kristin Lehman,Nicky Katt,Dylan Kussman,Action Crime Drama Thriller,The Way of the Gun,The Way of the Gun Kristin Lehman Nicky Katt Dylan Kussman Action Crime Drama Thriller
Burr Steers,Kieran Culkin,Rory Culkin,Bill Irwin,Comedy Drama,Igby Goes Down,Igby Goes Down Kieran Culkin Rory Culkin Bill Irwin Comedy Drama
Hart Bochner,Jon Favreau,Matt Ross,Chris Young,Comedy,PCU,PCU Jon Favreau Matt Ross Chris Young Comedy
Michael O. Sajbel,Bill Cobbs,Drew Fuller,Mircea Monroe,Drama Family Romance,The Ultimate Gift,The Ultimate Gift Bill Cobbs Drew Fuller Mircea Monroe Drama Family Romance
unknown,Ronn Moss,Katherine Kelly Lang,Hunter Tylo,Drama Romance,The Bold and the Beautiful            ,The Bold and the Beautiful             Ronn Moss Katherine Kelly Lang Hunter Tylo Drama Romance
Stewart Raffill,Anjelica Huston,John Carradine,Robert Urich,Action Adventure Comedy Romance Sci-Fi,The Ice Pirates,The Ice Pirates Anjelica Huston John Carradine Robert Urich Action Adventure Comedy Romance Sci-Fi
Davis Guggenheim,Emma Bell,John Doman,Carly Schroeder,Biography Drama Sport,Gracie,Gracie Emma Bell John Doman Carly Schroeder Biography Drama Sport
Bart Freundlich,Billy Crudup,Garry Shandling,Dagmara Dominczyk,Comedy Drama Romance,Trust the Man,Trust the Man Billy Crudup Garry Shandling Dagmara Dominczyk Comedy Drama Romance
Andrew Fleming,Steve Coogan,Amy Poehler,David Arquette,Comedy Music,Hamlet 2,Hamlet 2 Steve Coogan Amy Poehler David Arquette Comedy Music
Todd Haynes,Christian Bale,Eddie Izzard,Janet McTeer,Drama Music,Velvet Goldmine,Velvet Goldmine Christian Bale Eddie Izzard Janet McTeer Drama Music
Hong-jin Na,Jung-min Hwang,Jun Kunimura,Woo-hee Chun,Fantasy Horror Mystery Thriller,The Wailing,The Wailing Jung-min Hwang Jun Kunimura Woo-hee Chun Fantasy Horror Mystery Thriller
Kevin Tancharoen,Lea Michele,Heather Morris,Kevin McHale,Documentary Music,Glee: The 3D Concert Movie,Glee: The 3D Concert Movie Lea Michele Heather Morris Kevin McHale Documentary Music
Chatrichalerm Yukol,Sarunyu Wongkrachang,Chatchai Plengpanich,Mai Charoenpura,Action Adventure Drama History War,The Legend of Suriyothai,The Legend of Suriyothai Sarunyu Wongkrachang Chatchai Plengpanich Mai Charoenpura Action Adventure Drama History War
Dario Argento,John Amos,Adrienne Barbeau,Sally Kirkland,Horror,Two Evil Eyes,Two Evil Eyes John Amos Adrienne Barbeau Sally Kirkland Horror
Eric Lavaine,Lambert Wilson,Julie Engelbrecht,Lionel Abelanski,Comedy,Barbecue,Barbecue Lambert Wilson Julie Engelbrecht Lionel Abelanski Comedy
Mike Leigh,Lesley Manville,Ruth Sheen,Gary McDonald,Drama,All or Nothing,All or Nothing Lesley Manville Ruth Sheen Gary McDonald Drama
Marc Forby,Q'orianka Kilcher,Will Patton,Shaun Evans,Drama,Princess Kaiulani,Princess Kaiulani Q'orianka Kilcher Will Patton Shaun Evans Drama
Peter Cattaneo,Jacqueline McKenzie,Vince Colosimo,Peter Callan,Drama Family,Opal Dream,Opal Dream Jacqueline McKenzie Vince Colosimo Peter Callan Drama Family
Scott Mann,Robert De Niro,Joshua Mikel,D.B. Sweeney,Action Crime Thriller,Heist,Heist Robert De Niro Joshua Mikel D.B. Sweeney Action Crime Thriller
Ole Christian Madsen,Lars Mikkelsen,Thure Lindhardt,Christian Berkel,Drama History Thriller War,Flame and Citron,Flame and Citron Lars Mikkelsen Thure Lindhardt Christian Berkel Drama History Thriller War
Meiert Avis,Fisher Stevens,Kip Pardue,Perrey Reeves,Comedy Music Romance,Undiscovered,Undiscovered Fisher Stevens Kip Pardue Perrey Reeves Comedy Music Romance
Julian Jarrold,Andrew Garfield,Warren Clarke,John Henshaw,Crime Drama Mystery Thriller,Red Riding: In the Year of Our Lord 1974,Red Riding: In the Year of Our Lord 1974 Andrew Garfield Warren Clarke John Henshaw Crime Drama Mystery Thriller
André Téchiné,Catherine Deneuve,Ronit Elkabetz,Émilie Dequenne,Drama,The Girl on the Train,The Girl on the Train Catherine Deneuve Ronit Elkabetz Émilie Dequenne Drama
Emily Young,Sarah Michelle Gellar,Erika Christensen,Jonathan Tucker,Drama Romance,Veronika Decides to Die,Veronika Decides to Die Sarah Michelle Gellar Erika Christensen Jonathan Tucker Drama Romance
Peter Faiman,Paul Hogan,Linda Kozlowski,David Gulpilil,Adventure Comedy,Crocodile Dundee,Crocodile Dundee Paul Hogan Linda Kozlowski David Gulpilil Adventure Comedy
Martyn Pick,Sean Pertwee,Steven Waddington,Donald Sumpter,Action Animation Fantasy Horror Mystery Sci-Fi Thriller,"Ultramarines: A Warhammer 40,000 Movie","Ultramarines: A Warhammer 40,000 Movie Sean Pertwee Steven Waddington Donald Sumpter Action Animation Fantasy Horror Mystery Sci-Fi Thriller"
Roland Suso Richter,Stephen Graham,Sarah Polley,Stephen Rea,Mystery Sci-Fi Thriller,The I Inside,The I Inside Stephen Graham Sarah Polley Stephen Rea Mystery Sci-Fi Thriller
Jeremy Sims,Harrison Gilbertson,Gyton Grantley,Steve Le Marquand,Drama History War,Beneath Hill 60,Beneath Hill 60 Harrison Gilbertson Gyton Grantley Steve Le Marquand Drama History War
Maïwenn,Riccardo Scamarcio,Maïwenn,Karin Viard,Crime Drama,Polisse,Polisse Riccardo Scamarcio Maïwenn Karin Viard Crime Drama
Joby Harold,Hayden Christensen,Fisher Stevens,Denis O'Hare,Crime Mystery Thriller,Awake,Awake Hayden Christensen Fisher Stevens Denis O'Hare Crime Mystery Thriller
unknown,Dee Bradley Baker,James Arnold Taylor,Tom Kane,Action Adventure Animation Drama Fantasy Sci-Fi,Star Wars: The Clone Wars            ,Star Wars: The Clone Wars             Dee Bradley Baker James Arnold Taylor Tom Kane Action Adventure Animation Drama Fantasy Sci-Fi
Ekachai Uekrongtham,Michael Jai White,Mike Dopud,Celina Jade,Action Crime Thriller,Skin Trade,Skin Trade Michael Jai White Mike Dopud Celina Jade Action Crime Thriller
Joel Schumacher,Dianne Wiest,Jami Gertz,Jason Patric,Comedy Fantasy Horror,The Lost Boys,The Lost Boys Dianne Wiest Jami Gertz Jason Patric Comedy Fantasy Horror
Scott Cooper,Jeff Bridges,Beth Grant,Debrianna Mansini,Drama Music Romance,Crazy Heart,Crazy Heart Jeff Bridges Beth Grant Debrianna Mansini Drama Music Romance
Mark Rydell,David Keith,Frederic Forrest,Alan Bates,Drama Music Romance,The Rose,The Rose David Keith Frederic Forrest Alan Bates Drama Music Romance
David E. Talbert,Djimon Hounsou,Christina Milian,Boris Kodjoe,Comedy,Baggage Claim,Baggage Claim Djimon Hounsou Christina Milian Boris Kodjoe Comedy
Roger Vadim,Jane Fonda,David Hemmings,Milo O'Shea,Adventure Comedy Fantasy Sci-Fi,Barbarella,Barbarella Jane Fonda David Hemmings Milo O'Shea Adventure Comedy Fantasy Sci-Fi
Nils Gaup,Bjørn Sundquist,Louisa Milwood-Haigh,Stian Smestad,Adventure Family,Shipwrecked,Shipwrecked Bjørn Sundquist Louisa Milwood-Haigh Stian Smestad Adventure Family
Alexander Payne,Matthew Broderick,Chris Klein,Molly Hagan,Comedy Drama,Election,Election Matthew Broderick Chris Klein Molly Hagan Comedy Drama
Mira Nair,Jacinda Barrett,Brooke Smith,Tabu,Drama,The Namesake,The Namesake Jacinda Barrett Brooke Smith Tabu Drama
Ari Sandel,Bella Thorne,Romany Malco,Skyler Samuels,Comedy,The DUFF,The DUFF Bella Thorne Romany Malco Skyler Samuels Comedy
Vondie Curtis-Hall,Mariah Carey,Max Beesley,Valarie Pettiford,Drama Music Romance,Glitter,Glitter Mariah Carey Max Beesley Valarie Pettiford Drama Music Romance
Tom Elkins,Abigail Spencer,Cicely Tyson,Brad James,Drama Horror Mystery Thriller,The Haunting in Connecticut 2: Ghosts of Georgia,The Haunting in Connecticut 2: Ghosts of Georgia Abigail Spencer Cicely Tyson Brad James Drama Horror Mystery Thriller
Woo-Suk Kang,Yu-mi Jeong,Sung-kee Ahn,Kyung-gu Sol,Action Drama,Silmido,Silmido Yu-mi Jeong Sung-kee Ahn Kyung-gu Sol Action Drama
Jane Campion,Abbie Cornish,Paul Schneider,Samuel Roukin,Biography Drama Romance,Bright Star,Bright Star Abbie Cornish Paul Schneider Samuel Roukin Biography Drama Romance
Karan Johar,Shah Rukh Khan,Jimmy Shergill,Christopher B. Duncan,Adventure Drama Thriller,My Name Is Khan,My Name Is Khan Shah Rukh Khan Jimmy Shergill Christopher B. Duncan Adventure Drama Thriller
Herbert Ross,Dianne Wiest,Chris Penn,Lori Singer,Drama Music Romance,Footloose,Footloose Dianne Wiest Chris Penn Lori Singer Drama Music Romance
J.C. Chandor,Robert Redford,unknown,unknown,Action Adventure Drama,All Is Lost,All Is Lost Robert Redford unknown unknown Action Adventure Drama
John Sayles,Mary Elizabeth Mastrantonio,Casey Siemaszko,Vanessa Martinez,Adventure Drama Thriller,Limbo,Limbo Mary Elizabeth Mastrantonio Casey Siemaszko Vanessa Martinez Adventure Drama Thriller
Vipul Amrutlal Shah,Katrina Kaif,Clive Standen,Riteish Deshmukh,Comedy Drama Romance,Namastey London,Namastey London Katrina Kaif Clive Standen Riteish Deshmukh Comedy Drama Romance
Ken Loach,Padraic Delaney,Orla Fitzgerald,Martin Lucey,Drama War,The Wind That Shakes the Barley,The Wind That Shakes the Barley Padraic Delaney Orla Fitzgerald Martin Lucey Drama War
Ayan Mukerji,Ranbir Kapoor,Madhuri Dixit,Aditya Roy Kapoor,Comedy Drama Musical Romance,Yeh Jawaani Hai Deewani,Yeh Jawaani Hai Deewani Ranbir Kapoor Madhuri Dixit Aditya Roy Kapoor Comedy Drama Musical Romance
John G. Avildsen,Martin Kove,William Zabka,William Bassett,Action Drama Family Sport,The Karate Kid,The Karate Kid Martin Kove William Zabka William Bassett Action Drama Family Sport
Mervyn LeRoy,Peter Ustinov,Deborah Kerr,Robert Taylor,Biography Drama History Romance,Quo Vadis,Quo Vadis Peter Ustinov Deborah Kerr Robert Taylor Biography Drama History Romance
Darren Lynn Bousman,Alexa PenaVega,Paris Hilton,Paul Sorvino,Horror Musical Sci-Fi,Repo! The Genetic Opera,Repo! The Genetic Opera Alexa PenaVega Paris Hilton Paul Sorvino Horror Musical Sci-Fi
Serdar Akar,Necati Sasmaz,Bergüzar Korel,Ghassan Massoud,Action Adventure,Valley of the Wolves: Iraq,Valley of the Wolves: Iraq Necati Sasmaz Bergüzar Korel Ghassan Massoud Action Adventure
Quentin Tarantino,Bruce Willis,Eric Stoltz,Phil LaMarr,Crime Drama,Pulp Fiction,Pulp Fiction Bruce Willis Eric Stoltz Phil LaMarr Crime Drama
James Frawley,Madeline Kahn,Jim Henson,Dom DeLuise,Adventure Comedy Family Musical,The Muppet Movie,The Muppet Movie Madeline Kahn Jim Henson Dom DeLuise Adventure Comedy Family Musical
Dan Gilroy,Jake Gyllenhaal,Michael Papajohn,James Huang,Crime Drama Thriller,Nightcrawler,Nightcrawler Jake Gyllenhaal Michael Papajohn James Huang Crime Drama Thriller
Jay Chandrasekhar,Brittany Daniel,Lindsay Price,Jay Chandrasekhar,Comedy Horror Thriller,Club Dread,Club Dread Brittany Daniel Lindsay Price Jay Chandrasekhar Comedy Horror Thriller
Robert Wise,Eleanor Parker,Angela Cartwright,Nicholas Hammond,Biography Drama Family Musical Romance,The Sound of Music,The Sound of Music Eleanor Parker Angela Cartwright Nicholas Hammond Biography Drama Family Musical Romance
Ron Howard,Tom Hanks,Howard Morris,Patrick Cronin,Comedy Fantasy Romance,Splash,Splash Tom Hanks Howard Morris Patrick Cronin Comedy Fantasy Romance
